Vann-nett_Rapport 7.4.2020;;;;;;;;;;;;;;;;;;
VannforekomstID;Vannforekomstnavn;Vanntype;Nasjonal vanntype;Interkalibreringstype;Økoregion kyst;Kysttype;Salinitet;Tidevann;Bølgeeksponering;Miksing i vannsøylen;Oppholdstid;Strømhastighet;Vannregionkoordinator;Vannregion;Vannområde;VassdragsområdeID;Vassdragsområde;Endret dato
0121000200-C;Vikkilen;CS6423231;;Not applicable;Skagerak;Oksygenfattig fjord;Polyhalin (18 - 30);Liten (< 1 m);Beskyttet;Delvis blandet;Lang (måneder/år);Svak (< 1 knop);Agder FK;Agder;Nidelva;19;ARENDALSVASSDRAGET/KYST MOLAND-HOMBORSUND;3/22/2020 9:42:23 PM
0121000300-1-C;Grosfjorden-indre;CS6423221;;Not applicable;Skagerak;Oksygenfattig fjord;Polyhalin (18 - 30);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Svak (< 1 knop);Agder FK;Agder;Nidelva;19;ARENDALSVASSDRAGET/KYST MOLAND-HOMBORSUND;7/13/2018 11:49:53 AM
0121000300-2-C;Grosfjord-ytre;CS2723221;;CW-NEA8a;Skagerak;Moderat eksponert kyst;Skagerak (> 25);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Svak (< 1 knop);Agder FK;Agder;Nidelva;19;ARENDALSVASSDRAGET/KYST MOLAND-HOMBORSUND;10/29/2004 12:00:00 AM
0121000300-3-C;Grimstad;CS6423231;;Not applicable;Skagerak;Oksygenfattig fjord;Polyhalin (18 - 30);Liten (< 1 m);Beskyttet;Delvis blandet;Lang (måneder/år);Svak (< 1 knop);Agder FK;Agder;Nidelva;19;ARENDALSVASSDRAGET/KYST MOLAND-HOMBORSUND;7/13/2018 11:25:57 AM
0121000400-C;Morvigkilen;CS3723222;S3;CW-NEA9;Skagerak;Beskyttet kyst/fjord;Skagerak (> 25);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Agder FK;Agder;Nidelva;19;ARENDALSVASSDRAGET/KYST MOLAND-HOMBORSUND;7/13/2018 12:25:04 PM
0121000500-C;Strandfjorden;CS5623322;S5;Not applicable;Skagerak;Sterkt ferskvannspåvirket fjord;Skagerak (5 - 25);Liten (< 1 m);Beskyttet;Lagdelt;Moderat (uker);Moderat (1 - 3 knop);Agder FK;Agder;Nidelva;19;ARENDALSVASSDRAGET/KYST MOLAND-HOMBORSUND;7/13/2018 12:15:11 PM
0121000600-C;Nørholmskilen;CS3723222;S3;Not applicable;Skagerak;Beskyttet kyst/fjord;Skagerak (> 25);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Agder FK;Agder;Nidelva;19;ARENDALSVASSDRAGET/KYST MOLAND-HOMBORSUND;9/22/2016 9:25:26 AM
0121000700-C;Bufjorden;CS3723222;S3;CW-NEA9;Skagerak;Beskyttet kyst/fjord;Skagerak (> 25);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Agder FK;Agder;Nidelva;19;ARENDALSVASSDRAGET/KYST MOLAND-HOMBORSUND;7/13/2018 12:12:10 PM
0121000800-C;Engekilen;CS6423231;;Not applicable;Skagerak;Oksygenfattig fjord;Polyhalin (18 - 30);Liten (< 1 m);Beskyttet;Delvis blandet;Lang (måneder/år);Svak (< 1 knop);Agder FK;Agder;Nidelva;19;ARENDALSVASSDRAGET/KYST MOLAND-HOMBORSUND;7/13/2018 12:11:06 PM
0121010100-C;Homborsund;CS3723222;S3;CW-NEA9;Skagerak;Beskyttet kyst/fjord;Skagerak (> 25);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Agder FK;Agder;Tovdal;20;TOVDALSVASSDRAGET/LILLESAND KOMMUNE;7/13/2018 12:07:35 PM
0121010200-C;Vestre Bjørkesund - Sønningdalsund;CS3423231;;Not applicable;Skagerak;Beskyttet kyst/fjord;Polyhalin (18 - 30);Liten (< 1 m);Beskyttet;Delvis blandet;Lang (måneder/år);Svak (< 1 knop);Agder FK;Agder;Tovdal;20;TOVDALSVASSDRAGET/LILLESAND KOMMUNE;7/13/2018 12:23:39 PM
0121010300-C;Kaldvellfjorden;CS6423231;;Not applicable;Skagerak;Oksygenfattig fjord;Polyhalin (18 - 30);Liten (< 1 m);Beskyttet;Delvis blandet;Lang (måneder/år);Svak (< 1 knop);Agder FK;Agder;Tovdal;20;TOVDALSVASSDRAGET/LILLESAND KOMMUNE;03/05/2020 12:43
0121010400-1-C;Lillesandsfjord-Klingsundkilen;CS2722112;S2;CW-NEA8a;Skagerak;Moderat eksponert kyst;Skagerak (> 25);Liten (< 1 m);Moderat;Blandet;Kort (dager);Moderat (1 - 3 knop);Agder FK;Agder;Tovdal;20;TOVDALSVASSDRAGET/LILLESAND KOMMUNE;7/13/2018 2:41:59 PM
0121010400-2-C;Lillesandsfjord-ytre;CS2722112;S2;CW-NEA8a;Skagerak;Moderat eksponert kyst;Skagerak (> 25);Liten (< 1 m);Moderat;Blandet;Kort (dager);Moderat (1 - 3 knop);Agder FK;Agder;Tovdal;20;TOVDALSVASSDRAGET/LILLESAND KOMMUNE;7/13/2018 12:58:25 PM
0121010500-1-C;Lillesandsfjorden;CS3723222;S3;CW-NEA9;Skagerak;Beskyttet kyst/fjord;Skagerak (> 25);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Agder FK;Agder;Tovdal;20;TOVDALSVASSDRAGET/LILLESAND KOMMUNE;3/23/2020 1:55:53 AM
0121010500-2-C;Skallefjorden;CS6423231;;Not applicable;Skagerak;Oksygenfattig fjord;Polyhalin (18 - 30);Liten (< 1 m);Beskyttet;Delvis blandet;Lang (måneder/år);Svak (< 1 knop);Agder FK;Agder;Tovdal;20;TOVDALSVASSDRAGET/LILLESAND KOMMUNE;11/02/2004 00:00
0121020100-C;Blindleia - Nesefjorden;CS6423231;;Not applicable;Skagerak;Oksygenfattig fjord;Polyhalin (18 - 30);Liten (< 1 m);Beskyttet;Delvis blandet;Lang (måneder/år);Svak (< 1 knop);Agder FK;Agder;Tovdal;20;TOVDALSVASSDRAGET/LILLESAND KOMMUNE;7/13/2018 2:21:10 PM
0121020201-C;Steindalsfjorden;CS6423231;;Not applicable;Skagerak;Oksygenfattig fjord;Polyhalin (18 - 30);Liten (< 1 m);Beskyttet;Delvis blandet;Lang (måneder/år);Svak (< 1 knop);Agder FK;Agder;Tovdal;20;TOVDALSVASSDRAGET/LILLESAND KOMMUNE;7/13/2018 3:52:40 PM
0121020202-C;Steindalsfjord-ytre;CS3423231;;Not applicable;Skagerak;Beskyttet kyst/fjord;Polyhalin (18 - 30);Liten (< 1 m);Beskyttet;Delvis blandet;Lang (måneder/år);Svak (< 1 knop);Agder FK;Agder;Tovdal;20;TOVDALSVASSDRAGET/LILLESAND KOMMUNE;7/13/2018 3:33:27 PM
0121020300-C;Blindleia - Kjøbmannsvig;CS3723222;S3;CW-NEA9;Skagerak;Beskyttet kyst/fjord;Skagerak (> 25);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Agder FK;Agder;Tovdal;20;TOVDALSVASSDRAGET/LILLESAND KOMMUNE;7/13/2018 3:51:57 PM
0121020400-C;Røynevardsfjorden;CS3723222;S3;CW-NEA9;Skagerak;Beskyttet kyst/fjord;Skagerak (> 25);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Agder FK;Agder;Tovdal;20;TOVDALSVASSDRAGET/LILLESAND KOMMUNE;01/01/2005 00:00
0121020500-1-C;Bliksfjorden;CS3723222;S3;CW-NEA9;Skagerak;Beskyttet kyst/fjord;Skagerak (> 25);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Agder FK;Agder;Tovdal;20;TOVDALSVASSDRAGET/LILLESAND KOMMUNE;7/13/2018 4:34:08 PM
0121020500-2-C;Blindleia - Hellesund;CS2722112;S2;CW-NEA8a;Skagerak;Moderat eksponert kyst;Skagerak (> 25);Liten (< 1 m);Moderat;Blandet;Kort (dager);Moderat (1 - 3 knop);Agder FK;Agder;Tovdal;20;TOVDALSVASSDRAGET/LILLESAND KOMMUNE;7/13/2018 4:41:07 PM
0121020600-1-C;Isefjærfjorden;CS6423231;;Not applicable;Skagerak;Oksygenfattig fjord;Polyhalin (18 - 30);Liten (< 1 m);Beskyttet;Delvis blandet;Lang (måneder/år);Svak (< 1 knop);Agder FK;Agder;Tovdal;20;TOVDALSVASSDRAGET/LILLESAND KOMMUNE;3/31/2020 8:30:22 PM
0121020600-2-C;Isefjærfjorden - Knabesund;CS6423231;;Not applicable;Skagerak;Oksygenfattig fjord;Polyhalin (18 - 30);Liten (< 1 m);Beskyttet;Delvis blandet;Lang (måneder/år);Svak (< 1 knop);Agder FK;Agder;Tovdal;20;TOVDALSVASSDRAGET/LILLESAND KOMMUNE;7/13/2018 4:16:56 PM
0121020700-C;Heslevigen;CS3723222;S3;CW-NEA9;Skagerak;Beskyttet kyst/fjord;Skagerak (> 25);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Agder FK;Agder;Tovdal;20;TOVDALSVASSDRAGET/LILLESAND KOMMUNE;7/13/2018 4:25:02 PM
0130000030-1-C;Kristiansandsfjorden-ytre;CS1721112;S1;CW-NEA10;Skagerak;Åpen eksponert kyst;Skagerak (> 25);Liten (< 1 m);Høy;Blandet;Kort (dager);Moderat (1 - 3 knop);Agder FK;Agder;Otra;20;TOVDALSVASSDRAGET/LILLESAND KOMMUNE;7/18/2018 8:27:55 AM
0130000030-2-C;Kristiansandsfjorden - Mebø;CS2722112;S2;CW-NEA8a;Skagerak;Moderat eksponert kyst;Skagerak (> 25);Liten (< 1 m);Moderat;Blandet;Kort (dager);Moderat (1 - 3 knop);Agder FK;Agder;Otra;21;OTRA/KRISTIANSAND OG FLEKKERØY;7/18/2018 9:02:45 AM
0130000031-1-C;Vestergapet-ytre;CS1721112;S1;CW-NEA10;Skagerak;Åpen eksponert kyst;Skagerak (> 25);Liten (< 1 m);Høy;Blandet;Kort (dager);Moderat (1 - 3 knop);Agder FK;Agder;Mandal - Audna;22;MANDALSELVA/KYST FLEKKERØY-MANDAL BY;7/18/2018 8:49:20 AM
0130000031-3-C;Kilen;CS2722112;S2;CW-NEA8a;Skagerak;Moderat eksponert kyst;Skagerak (> 25);Liten (< 1 m);Moderat;Blandet;Kort (dager);Moderat (1 - 3 knop);Agder FK;Agder;Mandal - Audna;22;MANDALSELVA/KYST FLEKKERØY-MANDAL BY;7/18/2018 10:43:33 AM
0130000031-4-C;Herøyfjorden - Sandvikdalsfjorden;CS2722112;S2;CW-NEA8a;Skagerak;Moderat eksponert kyst;Skagerak (> 25);Liten (< 1 m);Moderat;Blandet;Kort (dager);Moderat (1 - 3 knop);Agder FK;Agder;Mandal - Audna;22;MANDALSELVA/KYST FLEKKERØY-MANDAL BY;7/18/2018 10:13:19 AM
0130000101-C;Kvåsefjorden-indre;CS6423231;;Not applicable;Skagerak;Oksygenfattig fjord;Polyhalin (18 - 30);Liten (< 1 m);Beskyttet;Delvis blandet;Lang (måneder/år);Svak (< 1 knop);Agder FK;Agder;Tovdal;20;TOVDALSVASSDRAGET/LILLESAND KOMMUNE;7/13/2018 4:47:17 PM
0130000102-1-C;Kvåsefjorden - Kvarenesfjorden;CS3723222;S3;CW-NEA9;Skagerak;Beskyttet kyst/fjord;Skagerak (> 25);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Agder FK;Agder;Tovdal;20;TOVDALSVASSDRAGET/LILLESAND KOMMUNE;7/13/2018 4:54:09 PM
0130000102-2-C;Kvåsefjorden-ytre;CS2722112;S2;CW-NEA8a;Skagerak;Moderat eksponert kyst;Skagerak (> 25);Liten (< 1 m);Moderat;Blandet;Kort (dager);Moderat (1 - 3 knop);Agder FK;Agder;Tovdal;20;TOVDALSVASSDRAGET/LILLESAND KOMMUNE;7/13/2018 4:55:29 PM
0130000200-1-C;Ytre Sandvikdalsfjorden;CS3723222;S3;CW-NEA9;Skagerak;Beskyttet kyst/fjord;Skagerak (> 25);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Agder FK;Agder;Mandal - Audna;22;MANDALSELVA/KYST FLEKKERØY-MANDAL BY;7/18/2018 9:55:08 AM
0130000200-2-C;Indre Sandvikdalsfjorden;CS3723222;S3;CW-NEA9;Skagerak;Beskyttet kyst/fjord;Skagerak (> 25);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Agder FK;Agder;Mandal - Audna;22;MANDALSELVA/KYST FLEKKERØY-MANDAL BY;7/18/2018 9:51:58 AM
0130000300-C;Hellesundfjorden;CS3723222;S3;CW-NEA9;Skagerak;Beskyttet kyst/fjord;Skagerak (> 25);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Agder FK;Agder;Mandal - Audna;22;MANDALSELVA/KYST FLEKKERØY-MANDAL BY;7/18/2018 10:28:57 AM
0130010201-C;Randøysund-ytre;CS3723222;S3;CW-NEA9;Skagerak;Beskyttet kyst/fjord;Skagerak (> 25);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Agder FK;Agder;Otra;20;TOVDALSVASSDRAGET/LILLESAND KOMMUNE;7/18/2018 9:08:53 AM
0130010202-C;Randøysund-indre;CS3723222;S3;CW-NEA9;Skagerak;Beskyttet kyst/fjord;Skagerak (> 25);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Agder FK;Agder;Otra;20;TOVDALSVASSDRAGET/LILLESAND KOMMUNE;7/18/2018 9:26:44 AM
0130010203-C;Stølekilen;CS6423231;;Not applicable;Skagerak;Oksygenfattig fjord;Polyhalin (18 - 30);Liten (< 1 m);Beskyttet;Delvis blandet;Lang (måneder/år);Svak (< 1 knop);Agder FK;Agder;Otra;20;TOVDALSVASSDRAGET/LILLESAND KOMMUNE;7/18/2018 9:37:42 AM
0130010301-1-C;Østergapet-ytre;CS3723222;S3;CW-NEA9;Skagerak;Beskyttet kyst/fjord;Skagerak (> 25);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Agder FK;Agder;Otra;20;TOVDALSVASSDRAGET/LILLESAND KOMMUNE;10/29/2004 12:00:00 AM
0130010301-2-C;Østergapet-indre;CS2722112;S2;CW-NEA9;Skagerak;Moderat eksponert kyst;Skagerak (> 25);Liten (< 1 m);Moderat;Blandet;Kort (dager);Moderat (1 - 3 knop);Agder FK;Agder;Otra;21;OTRA/KRISTIANSAND OG FLEKKERØY;3/31/2020 6:56:32 PM
0130010302-2-C;Kristiansandsfjorden-indre havn;CS3723222;S3;CW-NEA9;Skagerak;Beskyttet kyst/fjord;Skagerak (> 25);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Agder FK;Agder;Otra;21;OTRA/KRISTIANSAND OG FLEKKERØY;2/20/2020 10:17:41 AM
0130010302-3-C;Kristiansandsfjorden-indre;CS3723222;S3;CW-NEA9;Skagerak;Beskyttet kyst/fjord;Skagerak (> 25);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Agder FK;Agder;Otra;21;OTRA/KRISTIANSAND OG FLEKKERØY;1/24/2020 10:03:00 AM
0130010400-1-C;Topdalsfjorden-indre;CS6423231;;Not applicable;Skagerak;Oksygenfattig fjord;Polyhalin (18 - 30);Liten (< 1 m);Beskyttet;Delvis blandet;Lang (måneder/år);Svak (< 1 knop);Agder FK;Agder;Otra;21;OTRA/KRISTIANSAND OG FLEKKERØY;3/31/2020 7:24:22 PM
0130010400-2-C;Topdalsfjorden-ytre;CS6423231;;Not applicable;Skagerak;Oksygenfattig fjord;Polyhalin (18 - 30);Liten (< 1 m);Beskyttet;Delvis blandet;Lang (måneder/år);Svak (< 1 knop);Agder FK;Agder;Otra;20;TOVDALSVASSDRAGET/LILLESAND KOMMUNE;1/24/2020 9:55:15 AM
0130010400-3-C;Kongsgårdbukta - Marviksbukta;CS6423231;;Not applicable;Skagerak;Oksygenfattig fjord;Polyhalin (18 - 30);Liten (< 1 m);Beskyttet;Delvis blandet;Lang (måneder/år);Svak (< 1 knop);Agder FK;Agder;Otra;21;OTRA/KRISTIANSAND OG FLEKKERØY;03/01/2020 21:55
0130010500-C;Ålefjærfjorden;CS6423231;;Not applicable;Skagerak;Oksygenfattig fjord;Polyhalin (18 - 30);Liten (< 1 m);Beskyttet;Delvis blandet;Lang (måneder/år);Svak (< 1 knop);Agder FK;Agder;Otra;21;OTRA/KRISTIANSAND OG FLEKKERØY;01/01/2005 00:00
0130010600-C;Drangsvatna;CS6323331;;Not applicable;Skagerak;Oksygenfattig fjord;Mesohalin (5 - 18);Liten (< 1 m);Beskyttet;Lagdelt;Lang (måneder/år);Svak (< 1 knop);Agder FK;Agder;Otra;20;TOVDALSVASSDRAGET/LILLESAND KOMMUNE;2/25/2020 2:32:32 PM
0130010700-C;Vestergapet-indre;CS3723222;S3;CW-NEA9;Skagerak;Beskyttet kyst/fjord;Skagerak (> 25);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Agder FK;Agder;Otra;21;OTRA/KRISTIANSAND OG FLEKKERØY;01/01/2005 00:00
0131000030-C;Songvårfjorden - Hellefjorden;CS1721112;S1;CW-NEA10;Skagerak;Åpen eksponert kyst;Skagerak (> 25);Liten (< 1 m);Høy;Blandet;Kort (dager);Moderat (1 - 3 knop);Agder FK;Agder;Mandal - Audna;22;MANDALSELVA/KYST FLEKKERØY-MANDAL BY;7/18/2018 10:55:30 AM
0131010100-1-C;Hundsøyfjorden;CS3723222;S3;CW-NEA9;Skagerak;Beskyttet kyst/fjord;Skagerak (> 25);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Agder FK;Agder;Mandal - Audna;22;MANDALSELVA/KYST FLEKKERØY-MANDAL BY;7/18/2018 10:31:46 AM
0131010100-2-C;Hundsøyfjorden-ytre;CS2722112;S2;CW-NEA8a;Skagerak;Moderat eksponert kyst;Skagerak (> 25);Liten (< 1 m);Moderat;Blandet;Kort (dager);Moderat (1 - 3 knop);Agder FK;Agder;Mandal - Audna;22;MANDALSELVA/KYST FLEKKERØY-MANDAL BY;7/18/2018 10:57:25 AM
0131010100-3-C;Torvefjorden;CS3723222;S3;CW-NEA9;Skagerak;Beskyttet kyst/fjord;Skagerak (> 25);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Agder FK;Agder;Mandal - Audna;22;MANDALSELVA/KYST FLEKKERØY-MANDAL BY;2/25/2020 4:08:27 PM
0131010200-C;Høllefjorden;CS3723222;S3;CW-NEA9;Skagerak;Beskyttet kyst/fjord;Skagerak (> 25);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Agder FK;Agder;Mandal - Audna;22;MANDALSELVA/KYST FLEKKERØY-MANDAL BY;2/25/2020 3:51:30 PM
0131010300-C;Trysfjorden;CS6423231;;Not applicable;Skagerak;Oksygenfattig fjord;Polyhalin (18 - 30);Liten (< 1 m);Beskyttet;Delvis blandet;Lang (måneder/år);Svak (< 1 knop);Agder FK;Agder;Mandal - Audna;22;MANDALSELVA/KYST FLEKKERØY-MANDAL BY;2/25/2020 3:56:51 PM
0131010400-C;Kumlefjorden;CS3723222;S3;CW-NEA9;Skagerak;Beskyttet kyst/fjord;Skagerak (> 25);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Agder FK;Agder;Mandal - Audna;22;MANDALSELVA/KYST FLEKKERØY-MANDAL BY;7/18/2018 11:27:10 AM
0131010500-C;Dalskilen;CS3723222;S3;CW-NEA9;Skagerak;Beskyttet kyst/fjord;Skagerak (> 25);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Agder FK;Agder;Mandal - Audna;22;MANDALSELVA/KYST FLEKKERØY-MANDAL BY;7/18/2018 11:29:03 AM
0131020100-C;Harkmarkfjorden;CS6423231;;Not applicable;Skagerak;Oksygenfattig fjord;Polyhalin (18 - 30);Liten (< 1 m);Beskyttet;Delvis blandet;Lang (måneder/år);Svak (< 1 knop);Agder FK;Agder;Mandal - Audna;22;MANDALSELVA/KYST FLEKKERØY-MANDAL BY;3/23/2020 4:17:07 AM
0131020201-C;Buøysund-indre;CS3723222;S3;CW-NEA9;Skagerak;Beskyttet kyst/fjord;Skagerak (> 25);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Agder FK;Agder;Mandal - Audna;22;MANDALSELVA/KYST FLEKKERØY-MANDAL BY;2/25/2020 4:04:14 PM
0131020202-C;Buøysund-ytre;CS3723222;S3;CW-NEA9;Skagerak;Beskyttet kyst/fjord;Skagerak (> 25);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Agder FK;Agder;Mandal - Audna;22;MANDALSELVA/KYST FLEKKERØY-MANDAL BY;03/05/2020 13:30
0131020300-C;Hellefjorden;CS3723222;S3;CW-NEA9;Skagerak;Beskyttet kyst/fjord;Skagerak (> 25);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Agder FK;Agder;Mandal - Audna;22;MANDALSELVA/KYST FLEKKERØY-MANDAL BY;7/25/2018 1:41:20 PM
0131020400-C;Skjernøysundet;CS6423231;;Not applicable;Skagerak;Oksygenfattig fjord;Polyhalin (18 - 30);Liten (< 1 m);Beskyttet;Delvis blandet;Lang (måneder/år);Svak (< 1 knop);Agder FK;Agder;Mandal - Audna;22;MANDALSELVA/KYST FLEKKERØY-MANDAL BY;7/18/2018 11:59:13 AM
0132000030-C;Mandal-Lindesnes;CS1721112;S1;CW-NEA10;Skagerak;Åpen eksponert kyst;Skagerak (> 25);Liten (< 1 m);Høy;Blandet;Kort (dager);Moderat (1 - 3 knop);Agder FK;Agder;Mandal - Audna;23;AUDNA/KYST MANDAL BY-LINDESNES;03/03/2020 13:41
0132010100-C;Mannefjorden;CS3723222;S3;CW-NEA9;Skagerak;Beskyttet kyst/fjord;Skagerak (> 25);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Agder FK;Agder;Mandal - Audna;22;MANDALSELVA/KYST FLEKKERØY-MANDAL BY;7/27/2018 2:25:15 PM
0132010201-C;Skogsfjord-indre;CS6423231;;Not applicable;Skagerak;Oksygenfattig fjord;Polyhalin (18 - 30);Liten (< 1 m);Beskyttet;Delvis blandet;Lang (måneder/år);Svak (< 1 knop);Agder FK;Agder;Mandal - Audna;22;MANDALSELVA/KYST FLEKKERØY-MANDAL BY;8/23/2019 11:14:40 AM
0132010202-C;Skogsfjord-ytre;CS3723222;S3;CW-NEA9;Skagerak;Beskyttet kyst/fjord;Skagerak (> 25);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Agder FK;Agder;Mandal - Audna;22;MANDALSELVA/KYST FLEKKERØY-MANDAL BY;7/25/2018 1:54:10 PM
0132010300-C;Hillevågen;CS3723222;S3;CW-NEA9;Skagerak;Beskyttet kyst/fjord;Skagerak (> 25);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Agder FK;Agder;Mandal - Audna;23;AUDNA/KYST MANDAL BY-LINDESNES;7/25/2018 2:08:14 PM
0132010400-C;Kåfjorden;CS6423231;;Not applicable;Skagerak;Oksygenfattig fjord;Polyhalin (18 - 30);Liten (< 1 m);Beskyttet;Delvis blandet;Lang (måneder/år);Svak (< 1 knop);Agder FK;Agder;Mandal - Audna;23;AUDNA/KYST MANDAL BY-LINDESNES;7/26/2018 11:44:06 AM
0132030100-C;Tjømsvågen;CS3723222;S3;Not applicable;Skagerak;Beskyttet kyst/fjord;Skagerak (> 25);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Agder FK;Agder;Mandal - Audna;23;AUDNA/KYST MANDAL BY-LINDESNES;7/26/2018 11:47:47 AM
0132030200-C;Sniksfjorden;CS6423331;;Not applicable;Skagerak;Oksygenfattig fjord;Polyhalin (18 - 30);Liten (< 1 m);Beskyttet;Lagdelt;Lang (måneder/år);Svak (< 1 knop);Agder FK;Agder;Mandal - Audna;23;AUDNA/KYST MANDAL BY-LINDESNES;7/26/2018 12:00:49 PM
0132030300-C;Syrdalsfjorden;CS3723222;S3;CW-NEA9;Skagerak;Beskyttet kyst/fjord;Skagerak (> 25);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Agder FK;Agder;Mandal - Audna;23;AUDNA/KYST MANDAL BY-LINDESNES;7/26/2018 12:05:32 PM
0132030400-C;Remefjorden;CS6423221;;Not applicable;Skagerak;Oksygenfattig fjord;Polyhalin (18 - 30);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Svak (< 1 knop);Agder FK;Agder;Mandal - Audna;23;AUDNA/KYST MANDAL BY-LINDESNES;7/26/2018 12:09:57 PM
0132030500-C;Njervefjorden;CS3723222;S3;CW-NEA9;Skagerak;Beskyttet kyst/fjord;Skagerak (> 25);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Agder FK;Agder;Mandal - Audna;23;AUDNA/KYST MANDAL BY-LINDESNES;7/26/2018 12:12:03 PM
0132030600-C;Kirkevågen;CS3723222;S3;CW-NEA9;Skagerak;Beskyttet kyst/fjord;Skagerak (> 25);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Agder FK;Agder;Mandal - Audna;23;AUDNA/KYST MANDAL BY-LINDESNES;03/03/2020 13:51
0132030700-C;Ramslandsvågen;CS6423231;;Not applicable;Skagerak;Oksygenfattig fjord;Polyhalin (18 - 30);Liten (< 1 m);Beskyttet;Delvis blandet;Lang (måneder/år);Svak (< 1 knop);Agder FK;Agder;Mandal - Audna;23;AUDNA/KYST MANDAL BY-LINDESNES;03/03/2020 13:55
0201000030-2-C;Lindesnes - Lista;CN2522112;N2;CW-NEA1/26;Nordsjøen Sør;Moderat eksponert kyst;Euhalin (> 30);Liten (< 1 m);Moderat;Blandet;Kort (dager);Moderat (1 - 3 knop);Agder FK;Agder;Lygna;24;LYGNA/KYST LINDESNES-LISTA;3/31/2020 1:59:41 PM
0201000030-3-C;Lindesnes - Lista;CN1521112;N1;CW-NEA1/26;Nordsjøen Sør;Åpen eksponert kyst;Euhalin (> 30);Liten (< 1 m);Høy;Blandet;Kort (dager);Moderat (1 - 3 knop);Agder FK;Agder;Lygna;24;LYGNA/KYST LINDESNES-LISTA;7/26/2018 3:01:20 PM
0201000031-C;Flekkefjord-ytre;CN1521112;N1;CW-NEA1/26;Nordsjøen Sør;Åpen eksponert kyst;Euhalin (> 30);Liten (< 1 m);Høy;Blandet;Kort (dager);Moderat (1 - 3 knop);Agder FK;Agder;Sira-Kvina;26;SIRA OG SOKNA/KYST HIDRA-SOKNDAL;09/06/2018 13:55
0201010100-C;Lenefjorden;CN6223331;;Not applicable;Nordsjøen Sør;Oksygenfattig fjord;Oligohalin (0,5 - 5);Liten (< 1 m);Beskyttet;Lagdelt;Lang (måneder/år);Svak (< 1 knop);Agder FK;Agder;Lygna;24;LYGNA/KYST LINDESNES-LISTA;7/27/2018 9:14:23 AM
