"Year","Municip_number","Municip_name","English","Total_catch"
1999,1848,"Steigen","Atlantic mackerel",70.162
1999,1848,"Steigen","Haddock",63.3605
1999,1848,"Steigen","Redfish",121.4555
1999,1848,"Steigen","Saithe",844.4548
1999,1850,"Tysfjord","Atlantic cod",489.3022
1999,1850,"Tysfjord","Haddock",19.6022
1999,1850,"Tysfjord","Redfish",7.5951
1999,1850,"Tysfjord","Saithe",401.0573
1999,1851,"Lodingen","Atlantic cod",130.8578
1999,1851,"Lodingen","Atlantic herring",3978.203
1999,1851,"Lodingen","Capelin",481.632
1999,1851,"Lodingen","Haddock",12.2995
1999,1851,"Lodingen","Redfish",0.4704
1999,1851,"Lodingen","Saithe",161.0323
1999,1852,"Tjeldsund","Atlantic cod",0.315
1999,1852,"Tjeldsund","Haddock",0.238
1999,1852,"Tjeldsund","Saithe",0.108
1999,1853,"Evenes","Atlantic cod",0.4125
1999,1853,"Evenes","Saithe",0.027
1999,1854,"Ballangen","Atlantic mackerel",14.322
1999,1856,"Rost","Atlantic cod",5296.0256
1999,1856,"Rost","Atlantic herring",4532.963
1999,1856,"Rost","Haddock",228.0199
1999,1856,"Rost","Redfish",84.0187
1999,1856,"Rost","Saithe",1776.688
1999,1857,"Vaeroy","Atlantic cod",4448.0642
1999,1857,"Vaeroy","Atlantic herring",2646.2
1999,1857,"Vaeroy","Greenland halibut",272.5236
1999,1857,"Vaeroy","Haddock",419.9397
1999,1857,"Vaeroy","Redfish",55.337
1999,1857,"Vaeroy","Saithe",1267.2412
1999,1859,"Flakstad","Atlantic cod",4663.7251
1999,1859,"Flakstad","Greenland halibut",126.9336
1999,1859,"Flakstad","Haddock",365.5625
1999,1859,"Flakstad","Redfish",46.815
1999,1859,"Flakstad","Saithe",1330.3502
1999,1860,"Vestvagoy","Atlantic cod",5790.3355
1999,1860,"Vestvagoy","Greenland halibut",250.89
1999,1860,"Vestvagoy","Haddock",536.9332
1999,1860,"Vestvagoy","Redfish",266.2002
1999,1860,"Vestvagoy","Saithe",2335.7988
1999,1865,"Vagan","Atlantic cod",11444.4475
1999,1865,"Vagan","Atlantic herring",13394.381
1999,1865,"Vagan","Atlantic mackerel",37.858
1999,1865,"Vagan","Greenland halibut",129.1106
1999,1865,"Vagan","Haddock",950.9439
1999,1865,"Vagan","Redfish",216.9379
1999,1865,"Vagan","Saithe",3913.3658
1999,1865,"Vagan","Shrimp",5.9175
1999,1866,"Hadsel","Atlantic cod",1059.6142
1999,1866,"Hadsel","Greenland halibut",88.5948
1999,1866,"Hadsel","Haddock",298.9485
1999,1866,"Hadsel","Redfish",211.1185
1999,1866,"Hadsel","Saithe",598.2236
1999,1866,"Hadsel","Shrimp",3.24
1999,1867,"Bo","Atlantic cod",1169.127
1999,1867,"Bo","Atlantic herring",4142.838
1999,1867,"Bo","Greenland halibut",132.1212
1999,1867,"Bo","Haddock",181.4839
1999,1867,"Bo","Redfish",64.723
1999,1867,"Bo","Saithe",1679.7304
1999,1868,"Oksnes","Atlantic cod",4989.4378
1999,1868,"Oksnes","Atlantic herring",555.912
1999,1868,"Oksnes","Greenland halibut",531.2264
1999,1868,"Oksnes","Haddock",979.7025
1999,1868,"Oksnes","Redfish",483.6845
1999,1868,"Oksnes","Saithe",3332.567
1999,1870,"Sortland","Atlantic cod",0.345
1999,1870,"Sortland","Atlantic herring",11267.933
1999,1870,"Sortland","Atlantic mackerel",80.268
1999,1870,"Sortland","Haddock",0.14
1999,1870,"Sortland","Redfish",0.665
1999,1870,"Sortland","Saithe",108.3784
1999,1871,"Andoy","Atlantic cod",4534.6164
1999,1871,"Andoy","Greenland halibut",293.8253
1999,1871,"Andoy","Haddock",861.9791
1999,1871,"Andoy","Redfish",981.3111
1999,1871,"Andoy","Saithe",3375.7965
1999,1874,"Moskenes","Atlantic cod",3127.0937
1999,1874,"Moskenes","Greenland halibut",280.2156
1999,1874,"Moskenes","Haddock",511.4182
1999,1874,"Moskenes","Redfish",42.1217
1999,1874,"Moskenes","Saithe",1965.5217
1999,1901,"Harstad_2013","Atlantic cod",619.7568
1999,1901,"Harstad_2013","Greenland halibut",12.5756
1999,1901,"Harstad_2013","Haddock",150.6505
1999,1901,"Harstad_2013","Redfish",261.5798
1999,1901,"Harstad_2013","Saithe",1590.3037
1999,1901,"Harstad_2013","Shrimp",0.205
1999,1902,"Tromso","Atlantic cod",5697.8473
1999,1902,"Tromso","Atlantic herring",62166.954
1999,1902,"Tromso","Capelin",654.081
1999,1902,"Tromso","Greenland halibut",366.362
1999,1902,"Tromso","Haddock",652.4467
1999,1902,"Tromso","Redfish",311.8474
1999,1902,"Tromso","Saithe",6251.5106
1999,1902,"Tromso","Shrimp",283.6395
1999,1911,"Kvaefjord","Atlantic cod",179.94
1999,1911,"Kvaefjord","Haddock",7.7028
1999,1911,"Kvaefjord","Redfish",3.2057
1999,1911,"Kvaefjord","Saithe",86.4382
1999,1913,"Skanland","Shrimp",14.802
1999,1915,"Bjarkoy_2013","Atlantic cod",0.3
1999,1917,"Ibestad","Atlantic cod",0.525
1999,1917,"Ibestad","Shrimp",46.2911
1999,1920,"Lavangen","Redfish",0.28
1999,1927,"Tranoy","Atlantic cod",37.761
1999,1927,"Tranoy","Haddock",4.1664
1999,1927,"Tranoy","Redfish",7.366
1999,1927,"Tranoy","Saithe",20.2671
1999,1928,"Torsken","Atlantic cod",1948.158
1999,1928,"Torsken","Atlantic herring",2421.482
1999,1928,"Torsken","Greenland halibut",120.3348
1999,1928,"Torsken","Haddock",219.8792
1999,1928,"Torsken","Redfish",234.861
1999,1928,"Torsken","Saithe",2750.2842
1999,1929,"Berg","Atlantic cod",2932.821
1999,1929,"Berg","Atlantic herring",9824.338
1999,1929,"Berg","Atlantic mackerel",64.172
1999,1929,"Berg","Capelin",189
1999,1929,"Berg","Greenland halibut",238.6378
1999,1929,"Berg","Haddock",342.218
1999,1929,"Berg","Redfish",150.5922
1999,1929,"Berg","Saithe",1905.3916
1999,1929,"Berg","Shrimp",1.932
1999,1931,"Lenvik","Atlantic cod",2917.3162
1999,1931,"Lenvik","Atlantic herring",169
1999,1931,"Lenvik","Greenland halibut",411.582
1999,1931,"Lenvik","Haddock",184.2414
1999,1931,"Lenvik","Redfish",138.7438
1999,1931,"Lenvik","Saithe",3400.225
1999,1931,"Lenvik","Shrimp",11.684
1999,1933,"Balsfjord","Redfish",0.255
1999,1933,"Balsfjord","Shrimp",1.443
1999,1936,"Karlsoy","Atlantic cod",5146.7977
1999,1936,"Karlsoy","Greenland halibut",237.127
1999,1936,"Karlsoy","Haddock",675.0641
1999,1936,"Karlsoy","Redfish",397.1378
1999,1936,"Karlsoy","Saithe",5753.7615
1999,1938,"Lyngen","Atlantic cod",403.947
1999,1938,"Lyngen","Haddock",57.217
1999,1938,"Lyngen","Redfish",5.6722
1999,1938,"Lyngen","Saithe",255.8445
1999,1938,"Lyngen","Shrimp",389.799
1999,1940,"Kafjord","Atlantic cod",0.339
1999,1941,"Skjervoy","Atlantic cod",4351.4895
1999,1941,"Skjervoy","Greenland halibut",156.6947
1999,1941,"Skjervoy","Haddock",445.2954
1999,1941,"Skjervoy","Redfish",356.3528
1999,1941,"Skjervoy","Saithe",1738.2683
1999,1941,"Skjervoy","Shrimp",239.038
1999,1942,"Nordreisa","Atlantic cod",582.2764
1999,1942,"Nordreisa","Haddock",40.4292
1999,1942,"Nordreisa","Redfish",0.476
1999,1942,"Nordreisa","Saithe",408.2925
1999,1943,"Kvaenangen","Atlantic cod",350.8635
1999,1943,"Kvaenangen","Haddock",13.1194
1999,1943,"Kvaenangen","Redfish",11.7555
1999,1943,"Kvaenangen","Saithe",943.2178
1999,2002,"Vardo","Atlantic cod",3907.2585
1999,2002,"Vardo","Greenland halibut",51.4704
1999,2002,"Vardo","Haddock",1335.4677
1999,2002,"Vardo","Kingcrab",19.746
1999,2002,"Vardo","Redfish",109.0601
1999,2002,"Vardo","Saithe",552.0086
1999,2002,"Vardo","Shrimp",1803.987
1999,2003,"Vadso","Atlantic cod",439.0695
1999,2003,"Vadso","Greenland halibut",0.684
1999,2003,"Vadso","Haddock",29.3002
1999,2003,"Vadso","Kingcrab",7.282
1999,2003,"Vadso","Redfish",19.8313
1999,2003,"Vadso","Saithe",46.8559
1999,2004,"Hammerfest","Atlantic cod",7487.8663
1999,2004,"Hammerfest","Capelin",62.259
1999,2004,"Hammerfest","Greenland halibut",4.2195
1999,2004,"Hammerfest","Haddock",1018.768
1999,2004,"Hammerfest","Redfish",111.2358
1999,2004,"Hammerfest","Saithe",4035.1153
1999,2012,"Alta","Atlantic cod",5.082
1999,2012,"Alta","Haddock",0.1708
1999,2012,"Alta","Redfish",1.2958
1999,2012,"Alta","Saithe",0.994
1999,2014,"Loppa","Atlantic cod",1767.399
1999,2014,"Loppa","Greenland halibut",1.26
1999,2014,"Loppa","Haddock",117.4211
1999,2014,"Loppa","Redfish",225.248
1999,2014,"Loppa","Saithe",897.557
1999,2015,"Hasvik","Atlantic cod",2716.6325
1999,2015,"Hasvik","Greenland halibut",11.8039
1999,2015,"Hasvik","Haddock",370.1167
1999,2015,"Hasvik","Redfish",73.608
1999,2015,"Hasvik","Saithe",827.5943
1999,2015,"Hasvik","Shrimp",14.41
1999,2017,"Kvalsund","Atlantic cod",847.2555
1999,2017,"Kvalsund","Haddock",23.8994
1999,2017,"Kvalsund","Redfish",14.786
1999,2017,"Kvalsund","Saithe",101.8766
1999,2018,"Masoy","Atlantic cod",7137.2313
1999,2018,"Masoy","Greenland halibut",2.454
1999,2018,"Masoy","Haddock",669.3132
1999,2018,"Masoy","Redfish",151.3009
1999,2018,"Masoy","Saithe",1631.5345
1999,2019,"Nordkapp","Atlantic cod",6210.8414
1999,2019,"Nordkapp","Greenland halibut",21.2425
1999,2019,"Nordkapp","Haddock",715.669
1999,2019,"Nordkapp","Redfish",318.3882
1999,2019,"Nordkapp","Saithe",1791.0505
1999,2020,"Porsanger","Atlantic cod",447.9505
1999,2020,"Porsanger","Haddock",12.1535
1999,2020,"Porsanger","Saithe",56.0378
1999,2022,"Lebesby","Atlantic cod",4981.3566
1999,2022,"Lebesby","Greenland halibut",137.3853
1999,2022,"Lebesby","Haddock",970.0976
1999,2022,"Lebesby","Redfish",206.6185
1999,2022,"Lebesby","Saithe",719.7381
1999,2023,"Gamvik","Atlantic cod",1299.935
1999,2023,"Gamvik","Greenland halibut",39.8377
1999,2023,"Gamvik","Haddock",393.7
1999,2023,"Gamvik","Redfish",9.6354
1999,2023,"Gamvik","Saithe",289.1573
1999,2024,"Berlevag","Atlantic cod",4610.5808
1999,2024,"Berlevag","Greenland halibut",137.098
1999,2024,"Berlevag","Haddock",2190.0848
1999,2024,"Berlevag","Redfish",95.55
1999,2024,"Berlevag","Saithe",1090.2863
1999,2025,"Tana","Atlantic cod",52.8975
1999,2025,"Tana","Haddock",46.4355
1999,2025,"Tana","Redfish",9.2538
1999,2025,"Tana","Saithe",12.5931
1999,2028,"Batsfjord","Atlantic cod",3642.8468
1999,2028,"Batsfjord","Capelin",551.191
1999,2028,"Batsfjord","Greenland halibut",68.7372
1999,2028,"Batsfjord","Haddock",1971.5967
1999,2028,"Batsfjord","Redfish",80.5738
1999,2028,"Batsfjord","Saithe",1762.9919
1999,2030,"Sor-Varanger","Atlantic cod",25.4595
1999,2030,"Sor-Varanger","Greenland halibut",0.0336
1999,2030,"Sor-Varanger","Haddock",0.5936
1999,2030,"Sor-Varanger","Kingcrab",110.139
1999,2030,"Sor-Varanger","Redfish",2.0396
1999,2030,"Sor-Varanger","Saithe",0.528
1999,2030,"Sor-Varanger","Shrimp",0.213
2000,1804,"Bodo","Atlantic cod",250.0274
2000,1804,"Bodo","Atlantic herring",63461.202
2000,1804,"Bodo","Capelin",6004.053
2000,1804,"Bodo","Haddock",87.4269
2000,1804,"Bodo","Redfish",213.2238
2000,1804,"Bodo","Saithe",409.0281
2000,1804,"Bodo","Shrimp",10.8077
2000,1811,"Bindal","Atlantic cod",27.264
2000,1811,"Bindal","Haddock",1.7766
2000,1811,"Bindal","Redfish",0.007
2000,1811,"Bindal","Saithe",11.1408
2000,1813,"Bronnoy","Atlantic cod",180.8498
2000,1813,"Bronnoy","Haddock",19.3872
2000,1813,"Bronnoy","Redfish",40.9621
2000,1813,"Bronnoy","Saithe",149.3098
2000,1818,"Heroy","Atlantic cod",367.3525
2000,1818,"Heroy","Greenland halibut",0.0308
2000,1818,"Heroy","Haddock",104.5906
2000,1818,"Heroy","Redfish",84.0438
2000,1818,"Heroy","Saithe",442.4215
2000,1818,"Heroy","Shrimp",69.891
2000,1827,"Donna","Atlantic cod",235.7155
2000,1827,"Donna","Atlantic herring",8.135
2000,1827,"Donna","Greenland halibut",24.1956
2000,1827,"Donna","Haddock",42.684
2000,1827,"Donna","Redfish",189.0358
2000,1827,"Donna","Saithe",233.7399
2000,1833,"Rana","Atlantic cod",6.6962
2000,1833,"Rana","Haddock",3.6521
2000,1833,"Rana","Saithe",2.9479
2000,1834,"Luroy","Atlantic cod",194.5817
2000,1834,"Luroy","Atlantic herring",1193.082
2000,1834,"Luroy","Capelin",92.105
2000,1834,"Luroy","Haddock",17.9168
2000,1834,"Luroy","Redfish",92.6105
2000,1834,"Luroy","Saithe",333.3238
2000,1835,"Traena","Atlantic cod",345.0432
2000,1835,"Traena","Atlantic herring",20915.735
2000,1835,"Traena","Atlantic mackerel",60.352
2000,1835,"Traena","Capelin",383.693
2000,1835,"Traena","Greenland halibut",105.78
2000,1835,"Traena","Haddock",80.086
2000,1835,"Traena","Redfish",69.472
2000,1835,"Traena","Saithe",1039.4932
2000,1836,"Rodoy","Atlantic cod",202.0533
2000,1836,"Rodoy","Greenland halibut",27.6
2000,1836,"Rodoy","Haddock",116.4954
2000,1836,"Rodoy","Redfish",240.4534
2000,1836,"Rodoy","Saithe",361.2698
2000,1836,"Rodoy","Shrimp",176.191
2000,1837,"Meloy","Atlantic cod",280.9995
2000,1837,"Meloy","Haddock",226.4158
2000,1837,"Meloy","Redfish",91.9253
2000,1837,"Meloy","Saithe",187.8592
2000,1838,"Gildeskal","Atlantic cod",50.406
2000,1838,"Gildeskal","Haddock",15.3692
2000,1838,"Gildeskal","Redfish",20.741
2000,1838,"Gildeskal","Saithe",58.3832
2000,1842,"Skjerstad_2005","Atlantic cod",11.973
2000,1842,"Skjerstad_2005","Haddock",5.9444
2000,1842,"Skjerstad_2005","Redfish",0.005
2000,1842,"Skjerstad_2005","Saithe",0.9806
2000,1845,"Sorfold","Atlantic cod",52.4745
2000,1845,"Sorfold","Haddock",7.5418
2000,1845,"Sorfold","Redfish",17.138
2000,1845,"Sorfold","Saithe",90.7433
2000,1848,"Steigen","Atlantic cod",593.2988
2000,1848,"Steigen","Atlantic herring",55.92
2000,1848,"Steigen","Atlantic mackerel",48.717
2000,1848,"Steigen","Haddock",98.5341
2000,1848,"Steigen","Redfish",183.3845
2000,1848,"Steigen","Saithe",571.025
2000,1849,"Hamaroy","Atlantic mackerel",41.529
2000,1850,"Tysfjord","Atlantic cod",70.7055
2000,1850,"Tysfjord","Haddock",1.6618
2000,1850,"Tysfjord","Redfish",0.689
2000,1850,"Tysfjord","Saithe",26.914
2000,1851,"Lodingen","Atlantic herring",4672.278
2000,1851,"Lodingen","Atlantic mackerel",23.838
2000,1851,"Lodingen","Capelin",899.614
2000,1854,"Ballangen","Atlantic mackerel",2.115
2000,1856,"Rost","Atlantic cod",5020.4131
2000,1856,"Rost","Atlantic herring",63.681
2000,1856,"Rost","Haddock",314.3369
2000,1856,"Rost","Redfish",99.9274
2000,1856,"Rost","Saithe",1574.8266
2000,1857,"Vaeroy","Atlantic cod",3475.7675
2000,1857,"Vaeroy","Atlantic herring",8843.544
2000,1857,"Vaeroy","Greenland halibut",42.7716
2000,1857,"Vaeroy","Haddock",441.2048
2000,1857,"Vaeroy","Redfish",49.1145
2000,1857,"Vaeroy","Saithe",1440.9039
2000,1859,"Flakstad","Atlantic cod",3684.0625
2000,1859,"Flakstad","Greenland halibut",158.9676
2000,1859,"Flakstad","Haddock",664.4921
2000,1859,"Flakstad","Redfish",31.104
2000,1859,"Flakstad","Saithe",1252.9795
2000,1860,"Vestvagoy","Atlantic cod",5465.4323
2000,1860,"Vestvagoy","Greenland halibut",210.3144
2000,1860,"Vestvagoy","Haddock",617.1242
2000,1860,"Vestvagoy","Redfish",149.7956
2000,1860,"Vestvagoy","Saithe",3013.7083
2000,1865,"Vagan","Atlantic cod",9999.1357
2000,1865,"Vagan","Atlantic herring",12688.161
2000,1865,"Vagan","Atlantic mackerel",21.677
2000,1865,"Vagan","Capelin",155.714
2000,1865,"Vagan","Greenland halibut",95.5596
2000,1865,"Vagan","Haddock",1050.3363
2000,1865,"Vagan","Redfish",330.8238
2000,1865,"Vagan","Saithe",4988.7567
2000,1865,"Vagan","Shrimp",12.575
2000,1866,"Hadsel","Atlantic cod",176.5377
2000,1866,"Hadsel","Greenland halibut",2.3124
2000,1866,"Hadsel","Haddock",48.3126
2000,1866,"Hadsel","Redfish",40.656
2000,1866,"Hadsel","Saithe",138.4378
2000,1867,"Bo","Atlantic cod",979.4326
2000,1867,"Bo","Atlantic herring",10370.707
2000,1867,"Bo","Capelin",405.726
2000,1867,"Bo","Greenland halibut",16.4005
2000,1867,"Bo","Haddock",233.1056
2000,1867,"Bo","Redfish",40.502
2000,1867,"Bo","Saithe",1808.4018
2000,1868,"Oksnes","Atlantic cod",3742.1898
2000,1868,"Oksnes","Atlantic herring",493.498
2000,1868,"Oksnes","Greenland halibut",427.0699
2000,1868,"Oksnes","Haddock",913.9364
2000,1868,"Oksnes","Redfish",322.7119
2000,1868,"Oksnes","Saithe",2739.5925
2000,1870,"Sortland","Atlantic cod",1.6695
2000,1870,"Sortland","Atlantic herring",13808.787
2000,1870,"Sortland","Blue whiting",8.2
2000,1870,"Sortland","Capelin",133.794
2000,1870,"Sortland","Haddock",0.147
2000,1871,"Andoy","Atlantic cod",3869.5087
2000,1871,"Andoy","Greenland halibut",225.2436
2000,1871,"Andoy","Haddock",634.4788
2000,1871,"Andoy","Redfish",962.054
2000,1871,"Andoy","Saithe",3291.8699
2000,1874,"Moskenes","Atlantic cod",3158.1778
2000,1874,"Moskenes","Greenland halibut",241.4868
2000,1874,"Moskenes","Haddock",509.2589
2000,1874,"Moskenes","Redfish",55.7945
2000,1874,"Moskenes","Saithe",2173.6414
2000,1901,"Harstad_2013","Atlantic cod",145.2001
2000,1901,"Harstad_2013","Capelin",40
2000,1901,"Harstad_2013","Haddock",42.3742
2000,1901,"Harstad_2013","Redfish",197.2304
2000,1901,"Harstad_2013","Saithe",1454.4883
2000,1902,"Tromso","Atlantic cod",4517.112
2000,1902,"Tromso","Atlantic herring",51395.26
2000,1902,"Tromso","Blue whiting",7.373
2000,1902,"Tromso","Capelin",5572.12
2000,1902,"Tromso","Greenland halibut",196.3078
2000,1902,"Tromso","Haddock",878.1583
2000,1902,"Tromso","Redfish",169.1796
2000,1902,"Tromso","Saithe",2459.5423
2000,1902,"Tromso","Shrimp",372.014
2000,1911,"Kvaefjord","Atlantic cod",68.166
2000,1911,"Kvaefjord","Haddock",5.838
2000,1911,"Kvaefjord","Redfish",1.478
2000,1911,"Kvaefjord","Saithe",61.198
2000,1913,"Skanland","Shrimp",22.5802
2000,1917,"Ibestad","Shrimp",8.0044
2000,1928,"Torsken","Atlantic cod",2651.184
2000,1928,"Torsken","Atlantic herring",2821.329
2000,1928,"Torsken","Greenland halibut",135.8877
2000,1928,"Torsken","Haddock",407.7379
2000,1928,"Torsken","Redfish",164.968
2000,1928,"Torsken","Saithe",2188.276
2000,1929,"Berg","Atlantic cod",1787.599
2000,1929,"Berg","Atlantic herring",16043.496
2000,1929,"Berg","Capelin",422.607
2000,1929,"Berg","Greenland halibut",102.3653
2000,1929,"Berg","Haddock",317.1789
2000,1929,"Berg","Redfish",96.8833
2000,1929,"Berg","Saithe",1575.3932
2000,1931,"Lenvik","Atlantic cod",717.5703
2000,1931,"Lenvik","Atlantic herring",1033.918
2000,1931,"Lenvik","Capelin",170
2000,1931,"Lenvik","Greenland halibut",42.0576
2000,1931,"Lenvik","Haddock",101.5938
2000,1931,"Lenvik","Redfish",46.7251
2000,1931,"Lenvik","Saithe",920.2537
2000,1931,"Lenvik","Shrimp",7.491
2000,1933,"Balsfjord","Atlantic cod",351.9389
2000,1933,"Balsfjord","Haddock",60.895
2000,1933,"Balsfjord","Redfish",1.787
2000,1933,"Balsfjord","Saithe",54.9672
2000,1936,"Karlsoy","Atlantic cod",3992.9884
2000,1936,"Karlsoy","Greenland halibut",209.5356
2000,1936,"Karlsoy","Haddock",1001.7556
2000,1936,"Karlsoy","Redfish",549.4617
2000,1936,"Karlsoy","Saithe",6402.9453
2000,1938,"Lyngen","Atlantic cod",20.154
2000,1938,"Lyngen","Haddock",8.1592
2000,1938,"Lyngen","Redfish",0.3453
2000,1938,"Lyngen","Saithe",11.3824
2000,1938,"Lyngen","Shrimp",320.4495
2000,1940,"Kafjord","Atlantic cod",194.8065
2000,1940,"Kafjord","Haddock",29.762
2000,1940,"Kafjord","Redfish",11.0783
2000,1940,"Kafjord","Saithe",194.6932
2000,1941,"Skjervoy","Atlantic cod",3073.3416
2000,1941,"Skjervoy","Greenland halibut",68.1056
2000,1941,"Skjervoy","Haddock",600.6451
2000,1941,"Skjervoy","Redfish",338.27
2000,1941,"Skjervoy","Saithe",2444.4603
2000,1941,"Skjervoy","Shrimp",204.739
2000,1942,"Nordreisa","Atlantic cod",731.478
2000,1942,"Nordreisa","Haddock",55.1776
2000,1942,"Nordreisa","Redfish",0.307
2000,1942,"Nordreisa","Saithe",414.3065
2000,1943,"Kvaenangen","Atlantic cod",723.735
2000,1943,"Kvaenangen","Haddock",75.0898
2000,1943,"Kvaenangen","Redfish",24.1188
2000,1943,"Kvaenangen","Saithe",851.4884
2000,2002,"Vardo","Atlantic cod",2692.1719
2000,2002,"Vardo","Capelin",278.32
2000,2002,"Vardo","Greenland halibut",116.6844
2000,2002,"Vardo","Haddock",658.2929
2000,2002,"Vardo","Kingcrab",9.097
2000,2002,"Vardo","Redfish",81.8247
2000,2002,"Vardo","Saithe",255.3871
2000,2002,"Vardo","Shrimp",1406.966
2000,2003,"Vadso","Atlantic cod",22.413
2000,2003,"Vadso","Atlantic herring",1068.274
2000,2003,"Vadso","Capelin",8338.421
2000,2003,"Vadso","Greenland halibut",0.2352
2000,2003,"Vadso","Haddock",8.3319
2000,2003,"Vadso","Kingcrab",5.331
2000,2003,"Vadso","Redfish",0.3293
2000,2003,"Vadso","Saithe",4.3343
2000,2003,"Vadso","Shrimp",5.04
2000,2004,"Hammerfest","Atlantic cod",6568.4405
2000,2004,"Hammerfest","Atlantic herring",2287.933
2000,2004,"Hammerfest","Capelin",35.358
2000,2004,"Hammerfest","Greenland halibut",2.6573
2000,2004,"Hammerfest","Haddock",1177.7498
2000,2004,"Hammerfest","Redfish",68.648
2000,2004,"Hammerfest","Saithe",3353.5635
2000,2012,"Alta","Atlantic cod",3.306
2000,2014,"Loppa","Atlantic cod",3614.4509
2000,2014,"Loppa","Greenland halibut",13.6854
2000,2014,"Loppa","Haddock",384.0948
2000,2014,"Loppa","Redfish",189.5674
2000,2014,"Loppa","Saithe",2144.5368
2000,2015,"Hasvik","Atlantic cod",2718.9237
2000,2015,"Hasvik","Greenland halibut",0.06
2000,2015,"Hasvik","Haddock",392.3044
2000,2015,"Hasvik","Redfish",147.8153
2000,2015,"Hasvik","Saithe",1522.2311
2000,2017,"Kvalsund","Atlantic cod",583.9485
2000,2017,"Kvalsund","Haddock",35.0264
2000,2017,"Kvalsund","Redfish",6.024
2000,2017,"Kvalsund","Saithe",77.9974
2000,2018,"Masoy","Atlantic cod",9451.6133
2000,2018,"Masoy","Capelin",548.046
2000,2018,"Masoy","Greenland halibut",9.8442
2000,2018,"Masoy","Haddock",1538.9775
2000,2018,"Masoy","Redfish",112.9687
2000,2018,"Masoy","Saithe",1689.419
2000,2019,"Nordkapp","Atlantic cod",6302.7694
2000,2019,"Nordkapp","Atlantic herring",3395.257
2000,2019,"Nordkapp","Blue whiting",1.5
2000,2019,"Nordkapp","Capelin",281.468
2000,2019,"Nordkapp","Greenland halibut",21.187
2000,2019,"Nordkapp","Haddock",989.667
2000,2019,"Nordkapp","Redfish",594.4553
2000,2019,"Nordkapp","Saithe",2623.2623
2000,2020,"Porsanger","Atlantic cod",340.4103
2000,2020,"Porsanger","Haddock",29.2033
2000,2020,"Porsanger","Redfish",0.036
2000,2020,"Porsanger","Saithe",26.071
2000,2022,"Lebesby","Atlantic cod",3939.5492
2000,2022,"Lebesby","Greenland halibut",32.6362
2000,2022,"Lebesby","Haddock",733.3291
2000,2022,"Lebesby","Redfish",262.4232
2000,2022,"Lebesby","Saithe",738.6425
2000,2023,"Gamvik","Atlantic cod",1220.2935
2000,2023,"Gamvik","Greenland halibut",74.034
2000,2023,"Gamvik","Haddock",268.8883
2000,2023,"Gamvik","Redfish",157.5316
2000,2023,"Gamvik","Saithe",175.9007
2000,2024,"Berlevag","Atlantic cod",4167.9342
2000,2024,"Berlevag","Greenland halibut",139.8897
2000,2024,"Berlevag","Haddock",1071.3758
2000,2024,"Berlevag","Redfish",89.0792
2000,2024,"Berlevag","Saithe",680.3739
2000,2025,"Tana","Atlantic cod",182.085
2000,2025,"Tana","Haddock",49.0848
2000,2025,"Tana","Redfish",15.9638
2000,2025,"Tana","Saithe",8.0218
2000,2027,"Nesseby","Atlantic cod",2.157
2000,2027,"Nesseby","Greenland halibut",0.0156
2000,2027,"Nesseby","Haddock",0.4746
2000,2027,"Nesseby","Redfish",0.0083
2000,2027,"Nesseby","Saithe",0.1782
2000,2028,"Batsfjord","Atlantic cod",5646.2528
2000,2028,"Batsfjord","Atlantic herring",81.17
2000,2028,"Batsfjord","Capelin",4045.226
2000,2028,"Batsfjord","Greenland halibut",33.1732
2000,2028,"Batsfjord","Haddock",781.384
2000,2028,"Batsfjord","Redfish",79.5127
2000,2028,"Batsfjord","Saithe",1097.3379
2000,2030,"Sor-Varanger","Atlantic cod",212.717
2000,2030,"Sor-Varanger","Greenland halibut",0.3719
2000,2030,"Sor-Varanger","Haddock",56.7811
2000,2030,"Sor-Varanger","Kingcrab",158.514
2000,2030,"Sor-Varanger","Redfish",1.8398
2000,2030,"Sor-Varanger","Saithe",0.9177
2001,1804,"Bodo","Atlantic cod",239.0963
2001,1804,"Bodo","Atlantic herring",31030.447
2001,1804,"Bodo","Blue whiting",12.816
2001,1804,"Bodo","Capelin",7360.92
2001,1804,"Bodo","Greenland halibut",0.5964
2001,1804,"Bodo","Haddock",86.3174
2001,1804,"Bodo","Redfish",312.2672
2001,1804,"Bodo","Saithe",400.0948
2001,1804,"Bodo","Shrimp",12.0815
2001,1811,"Bindal","Atlantic cod",30.93
2001,1811,"Bindal","Haddock",2.0776
2001,1811,"Bindal","Redfish",0.047
2001,1811,"Bindal","Saithe",7.938
2001,1813,"Bronnoy","Atlantic cod",161.0708
2001,1813,"Bronnoy","Haddock",18.4576
2001,1813,"Bronnoy","Redfish",18.287
2001,1813,"Bronnoy","Saithe",71.5691
2001,1813,"Bronnoy","Shrimp",0.5173
2001,1818,"Heroy","Atlantic cod",376.9498
2001,1818,"Heroy","Greenland halibut",17.6265
2001,1818,"Heroy","Haddock",71.7213
2001,1818,"Heroy","Redfish",69.3605
2001,1818,"Heroy","Saithe",479.3854
2001,1818,"Heroy","Shrimp",57.188
2001,1822,"Leirfjord","Atlantic cod",142.995
2001,1827,"Donna","Atlantic cod",216.5834
2001,1827,"Donna","Atlantic herring",16.767
2001,1827,"Donna","Greenland halibut",16.4288
2001,1827,"Donna","Haddock",49.2022
